A0101 	 1162 	 0.37636
A0201 	 3094 	 0.63889
A0202 	 1452 	 0.52341
A0203 	 1448 	 0.53054
A0206 	 1442 	 0.44212
A0301 	 2099 	 0.46854
A1101 	 1990 	 0.50228
A2301 	 109 	 0.29653
A2402 	 202 	 0.50110
A2403 	 259 	 0.18690
A2601 	 677 	 0.11370
A2902 	 165 	 0.57119
A3001 	 674 	 0.06761
A3002 	 97 	 0.15292
A3101 	 1874 	 0.24217
A3301 	 1145 	 0.14717
A6801 	 1146 	 0.40857
A6802 	 1439 	 0.31546
A6901 	 838 	 -0.01629
B0702 	 1267 	 0.41699
B0801 	 713 	 -0.05286
B1501 	 983 	 0.31090
B1801 	 123 	 0.21941
B2705 	 974 	 0.08702
B3501 	 741 	 0.44111
B4001 	 1083 	 -0.06476
B4002 	 123 	 0.09536
B4402 	 124 	 0.30296
B4403 	 124 	 0.09279
B4501 	 119 	 0.37881
B5101 	 249 	 0.57991
B5301 	 259 	 0.52355
B5401 	 260 	 0.42555
B5701 	 64 	 0.03268
B5801 	 993 	 0.38944
