A0101 	 1162 	 0.36828
A0201 	 3094 	 0.63977
A0202 	 1452 	 0.52931
A0203 	 1448 	 0.53289
A0206 	 1442 	 0.44308
A0301 	 2099 	 0.45032
A1101 	 1990 	 0.48033
A2301 	 109 	 0.32437
A2402 	 202 	 0.52008
A2403 	 259 	 0.20294
A2601 	 677 	 0.10853
A2902 	 165 	 0.59397
A3001 	 674 	 0.02502
A3002 	 97 	 0.18945
A3101 	 1874 	 0.23783
A3301 	 1145 	 0.17121
A6801 	 1146 	 0.41567
A6802 	 1439 	 0.31088
A6901 	 838 	 -0.01768
B0702 	 1267 	 0.44614
B0801 	 713 	 -0.04451
B1501 	 983 	 0.31080
B1801 	 123 	 0.22073
B2705 	 974 	 0.07103
B3501 	 741 	 0.45871
B4001 	 1083 	 -0.06546
B4002 	 123 	 0.09714
B4402 	 124 	 0.30378
B4403 	 124 	 0.09430
B4501 	 119 	 0.37914
B5101 	 249 	 0.58533
B5301 	 259 	 0.53940
B5401 	 260 	 0.44032
B5701 	 64 	 0.04849
B5801 	 993 	 0.39084
