A0101 	 1157 	 0.55654
A0201 	 3089 	 0.75790
A0202 	 1447 	 0.72299
A0203 	 1443 	 0.71172
A0206 	 1437 	 0.70505
A0301 	 2094 	 0.66871
A1101 	 1985 	 0.75760
A2301 	 104 	 0.46362
A2402 	 197 	 0.58429
A2403 	 254 	 0.52502
A2601 	 672 	 0.50663
A2902 	 160 	 0.69197
A3001 	 669 	 0.62751
A3002 	 92 	 0.38942
A3101 	 1869 	 0.71779
A3301 	 1140 	 0.63793
A6801 	 1141 	 0.68461
A6802 	 1434 	 0.65603
A6901 	 833 	 0.43866
B0702 	 1262 	 0.74403
B0801 	 708 	 0.36731
B1501 	 978 	 0.68296
B1801 	 118 	 0.61254
B2705 	 969 	 0.63281
B3501 	 736 	 0.60502
B4001 	 1078 	 0.45691
B4002 	 118 	 0.55308
B4402 	 119 	 0.48673
B4403 	 119 	 0.50594
B4501 	 114 	 0.59660
B5101 	 244 	 0.64015
B5301 	 254 	 0.69588
B5401 	 255 	 0.69057
B5701 	 59 	 0.52681
B5801 	 988 	 0.67777
