A0101 	 1162 	 0.36572
A0201 	 3094 	 0.63922
A0202 	 1452 	 0.52974
A0203 	 1448 	 0.53260
A0206 	 1442 	 0.44270
A0301 	 2099 	 0.44555
A1101 	 1990 	 0.47474
A2301 	 109 	 0.32969
A2402 	 202 	 0.52298
A2403 	 259 	 0.20556
A2601 	 677 	 0.10734
A2902 	 165 	 0.59834
A3001 	 674 	 0.01659
A3002 	 97 	 0.19585
A3101 	 1874 	 0.23701
A3301 	 1145 	 0.17656
A6801 	 1146 	 0.41676
A6802 	 1439 	 0.30964
A6901 	 838 	 -0.01771
B0702 	 1267 	 0.45090
B0801 	 713 	 -0.04268
B1501 	 983 	 0.31020
B1801 	 123 	 0.22098
B2705 	 974 	 0.06792
B3501 	 741 	 0.46128
B4001 	 1083 	 -0.06535
B4002 	 123 	 0.09735
B4402 	 124 	 0.30383
B4403 	 124 	 0.09447
B4501 	 119 	 0.37904
B5101 	 249 	 0.58580
B5301 	 259 	 0.54185
B5401 	 260 	 0.44252
B5701 	 64 	 0.05108
B5801 	 993 	 0.39047
