A0101 	 1157 	 0.53296
A0201 	 3089 	 0.75715
A0202 	 1447 	 0.72569
A0203 	 1443 	 0.73680
A0206 	 1437 	 0.73231
A0301 	 2094 	 0.66745
A1101 	 1985 	 0.75527
A2301 	 104 	 0.52114
A2402 	 197 	 0.55788
A2403 	 254 	 0.37093
A2601 	 672 	 0.49735
A2902 	 160 	 0.65597
A3001 	 669 	 0.60647
A3002 	 92 	 0.41306
A3101 	 1869 	 0.71603
A3301 	 1140 	 0.64218
A6801 	 1141 	 0.71088
A6802 	 1434 	 0.66927
A6901 	 833 	 0.44969
B0702 	 1262 	 0.71596
B0801 	 708 	 0.31885
B1501 	 978 	 0.66943
B1801 	 118 	 0.61241
B2705 	 969 	 0.62908
B3501 	 736 	 0.57999
B4001 	 1078 	 0.45433
B4002 	 118 	 0.56416
B4402 	 119 	 0.56060
B4403 	 119 	 0.67799
B4501 	 114 	 0.68851
B5101 	 244 	 0.49567
B5301 	 254 	 0.61030
B5401 	 255 	 0.62404
B5701 	 59 	 0.42255
B5801 	 988 	 0.66339
